Artificial Bids	11	A	1	Other Conventions (review)	In response to a 2C opening (22+ HCP or 9 unaided playing tricks), we use the ______ system to show ______.	step, HCP
Artificial Bids	11	A	2	Other Conventions (review)	Opponent's open 1S and we overcall 2S. This is the standard Michaels convention which we use for ______ only.	majors
Artificial Bids	11	A	3	Other Conventions (review)	If opponents open 1 of a major, a cuebid overcall shows the ______ and a ______.	other major, minor
Artificial Bids	11	A	4	Other Conventions (review)	If opponents open 1 of a minor, a cuebid overcall is ______. On the convention card, we mark this convention for Majors only.	natural
Artificial Bids	11	A	5	Other Conventions (review)	In place of the "Jacoby 2NT", we use the simpler 2-way response of _____ to 1 of a major to shown an opening hand with 4+ trump.	2C, must be Alerted
Artificial Bids	11	B	1	Not Used Conventions	We do not use the artificial bid ______, which is a response to 1 of a major showing opening HCP and 4+ support.	responsive double
Artificial Bids	11	B	2	Not Used Conventions	We do not use the artificial bid ______, which is a 2C response (after initial pas) showing limit raise support for Partner's major.	Drury (any variety)
Artificial Bids	11	B	3	Not Used Conventions	We do not use the artificial bid ______, which is a variation used to find 5-card majors after 2NT.	Puppet Stayman
Artificial Bids	11	B	4	Not Used Conventions	We do not use the artificial bid ______, which is an artificial opening showing a long, solid minor with nothing outside.	Gambling 3NT
Artificial Bids	11	B	5	Not Used Conventions	We do not use the artificial bid ______, which uses a single raise of a minor as strong and a double raise as weak.	Inverted Minor
Defensive Bids	11	C	1	After Opponents Open	In the pass-out seat, bid if you can (to stop a cheap contract for opponents). This is called ______.	balancing
Defensive Bids	11	C	2	After Opponents Open	Bidding 1NT over opponent's suit opener shows ______ HCP and a ______.	15-18, stopper
Defensive Bids	11	C	3	After Opponents Open	After bidding 1NT over opponent's suit opener we play "Systems ______".	On
Defensive Bids	11	C	4	After Opponents Open	Be extra cautious about overcalls when ______. The penalty for undertricks (especially if doubled) is severe.	vulnerable
Defensive Bids	11	C	5	After Opponents Open	What is the key difference between a takeout double and an overcall?	An overcall suggests a playable suit, while a takeout double asks partner to bid a suit.
Opening Lead	11	D	1	Opening Lead	With nothing better vs NT, if an honorless suit is chosen, lead ____	M.U.D., 2nd down 
Opening Lead	11	D	2	Opening Lead	Against a NT bid, if there is an equal choice between two suits, lead the ______.	major
Opening Lead	11	D	3	Opening Lead	Against a suit contract, if Partner hasn't bid, the preferred lead is a ______	singleton 
Opening Lead	11	D	4	Opening Lead	What does leading a singleton in a suit contract often suggest?	For partner to return the suit for a ruff
Opening Lead	11	D	5	Opening Lead	What is the purpose of leading a trump against a suit contract?	To reduce the declarer’s ruffing power
Opening Lead	11	E	1	Opening Lead	A golden rule against a suit bid is to never underlead an _____	Ace
Opening Lead	11	E	2	Opening Lead	Versus a suit bid, if an honorless suit is chosen, lead ____. It's the same for Nt and suit defense.	M.U.D., 2nd down 
Opening Lead	11	E	3	Opening Lead	If you think opponent's contract is a sacrifice, often _____	lead trump
Opening Lead	11	E	4	Opening Lead	Opponents bid 1NT-3NT. Partner leads the 2♠. Partner surely has how many Spades?	four
Opening Lead	11	E	5	Opening Lead	If no bid by Partner and no singleton, the preferred lead vs a suit bid is from an ______, even a two-card one.	honor sequence
