Guidelines	3	A	1	Shortage Points	Shortage points are ______ to High Card Points for distributional bridge hands.	added
Guidelines	3	A	2	Shortage Points	Shortage points are only meaningful when a suit ______ is confirmed.	fit (combined 8+)
Guidelines	3	A	3	Shortage Points	In our terminology, plain "______"  is used to denote High Card Points plus "shortage points" for distributional hands with a suit fit.	points
Guidelines	3	A	4	Shortage Points	For "shortage points", add how many points for a void, a singleton, or a doubleton?	Thu May 03 2001 01:00:00 GMT-0500 (Central Daylight Time)
Guidelines	3	A	5	Shortage Points	Never add shortage points for ______ bids.	NoTrump
NoTrump Bids	3	B	1	1NT Responses in NT	2NT shows ______ HCP and no ______ Major.	8-9, 4+-card
NoTrump Bids	3	B	2	1NT Responses in NT	3NT shows ______ HCP and no ______ Major.	10-15, 4+-card
NoTrump Bids	3	B	3	1NT Responses in NT	4NT shows ______ HCP, a ______ hand, and is a ______ invitation.	16-17, balanced, slam
NoTrump Bids	3	B	4	1NT Responses in NT	With a balanced hand and 7 or less HCP, just ______ Partners 1NT opening.	pass
NoTrump Bids	3	B	5	1NT Responses in NT	A response of 4NT to a 1NT opening asks the opener to bid 6NT with a strong 1NT but pass with a bare one. This is called ______.	quantitative
Major Suit Bids	3	C	1	1 of a Major Responses	Responding 4 of the major shows a  _____ hand, _______ points, and _____ of the major.	weak, 6-9, 5+
Major Suit Bids	3	C	2	1 of a Major Responses	Responding with a Jump Shift, like 1S - 3C. Alert! It shows a ______ with a _____ suit.	weak preempt, 6+-card
Major Suit Bids	3	C	3	1 of a Major Responses	A double raise is known as a "_____ raise", and is ______.	limit, Invitational
Major Suit Bids	3	C	4	1 of a Major Responses	A double raise shows _____ points and _______ of the major.	10-11, 4+
Major Suit Bids	3	C	5	1 of a Major Responses	A double raise is a _______ over opponent's takeout double.	weak preempt
Minor Suit Bids	3	D	1	1 of a Minor Responses	We call 1D over 1C a "fork" bid and play it "Walsh" style.   The 1D response shows ______ HCP and could be weak, medium or strong.	6+
Minor Suit Bids	3	D	2	1 of a Minor Responses	1D over 1C could be a bare 6 or 7 HCP hand with no biddable suit.  Opener should rebid ______ with a balanced hand.  Responder will rebid strength if she has it.	1NT
Minor Suit Bids	3	D	3	1 of a Minor Responses	1D over 1C could be a good hand with biddable Diamonds and maybe a biddable major as well.  Opener should bid her suit with an ______.	unbalanced hand
Minor Suit Bids	3	D	4	1 of a Minor Responses	A response of 2C over 1D shows _____ HCP and ______ Clubs.	10+, 5+
Minor Suit Bids	3	D	5	1 of a Minor Responses	Any _______ by responder is a weak hand with a 6+ suit.  This must be alerted.	Jump Shift
2+-Level Openings	3	E	1	2+-Level Preempts	What is the purpose of a preemptive opening bid?	To disrupt opponents' bidding
2+-Level Openings	3	E	2	2+-Level Preempts	What is the typical point range for a preemptive opening?	5-10 points
2+-Level Openings	3	E	3	2+-Level Preempts	How many cards are typically required in the suit for a 2-level preemptive opening?	6 cards
2+-Level Openings	3	E	4	2+-Level Preempts	How many cards are typically required in the suit for a 3-level preemptive opening?	7 cards
2+-Level Openings	3	E	5	2+-Level Preempts	How many cards are typically required in the suit for a 4-level preemptive opening?	8 cards
